Recorded Date,External Data Reference,Which areas of content would you like to see the FT cover more?,Q7 - Topics,"Overall, how would you rate our journalism?","How would you rate the FT on the following? - Data / Visual Journalism (e.g. charts & graphs)



1/7","How would you rate the FT on the following? - Videos



2/7","How would you rate the FT on the following? - Podcasts



3/7","How would you rate the FT on the following? - Newsletters



4/7","How would you rate the FT on the following? - Live Blogs



5/7","How would you rate the FT on the following? - Longform (The Big read)



6/7","How would you rate the FT on the following? - Live events, either online or in-person (FT Live)



7/7","How useful do you find the FT's coverage on the following specialist subjects? - Mergers & Acquisitions



1/7","How useful do you find the FT's coverage on the following specialist subjects? - Environmental, Social, and Corporate Governance



2/7","How useful do you find the FT's coverage on the following specialist subjects? - Trade



3/7","How useful do you find the FT's coverage on the following specialist subjects? - Climate & Business



4/7","How useful do you find the FT's coverage on the following specialist subjects? - Energy



5/7","How useful do you find the FT's coverage on the following specialist subjects? - Asian Tech



6/7","How useful do you find the FT's coverage on the following specialist subjects? - The Business of Sport



7/7"
17/06/2021 16:00:08,7b92ea2b-ba6f-4107-ba78-e777b18f665f,,,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Moderately useful,Extremely useful,Moderately useful,Slightly useful,I'm not interested in this content,I'm not interested in this content
17/06/2021 15:59:09,43965ae9-8de9-47e6-ab67-fa2c59a58449,,,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,Extremely useful,Very useful,Moderately useful,Moderately useful,Moderately useful,Slightly useful,Slightly useful
17/06/2021 15:58:40,298a98dd-1679-428f-9c4d-5a9a795a1516,"I supplement news from the FT with news from the Guardian because, although I feel like the FT does a better job at providing unbiased coverage and level-headed analysis, I go to the Guardian when I feel I'm missing the 'human side' of the stories covered by the FT.",Unknown,5 - Excellent,5 - Excellent,2,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Moderately useful,I'm not interested in this content,Moderately useful,Very useful,Moderately useful,I'm not interested in this content
17/06/2021 15:57:07,6f27a6ff-a910-4d82-a2d5-07e1f0e16e34,I like all of the coverage,Unknown,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful
17/06/2021 15:55:19,1b3ee1fc-d219-4840-8cd1-82e74338239f,"Analysis of retailers and their financial health.  Also more comparative financial articles looking at UK and USA industries and businesses.

Use of KPI's in industry analysis to ensure relevant and authentic information can be shared with students.","Health,UK,US & Canada",5 - Excellent,3,I haven't encountered / do not use these,3,4,I haven't encountered / do not use these,3,,Extremely useful,Very useful,Very useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful
17/06/2021 15:51:03,607f68e4-f0bc-40ec-b571-396da1b504fc,Business sustainability ,Unknown,4,3,3,3,3,3,3,,I'm not interested in this content,Very useful,Moderately useful,Very useful,Very useful,Moderately useful,Slightly useful
17/06/2021 15:47:50,d193f2d0-ae7c-4238-9a79-06dbbda37a58,Personal finance and pensions,"Pensions,Personal finance",4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,I'm not interested in this content,Moderately useful,I'm not interested in this content,Moderately useful,Very useful,I'm not interested in this content,Very useful
17/06/2021 15:47:29,1ae005a8-8c72-4e7d-a0df-d2cbb51969d6,,,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Very useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Very useful,Very useful
17/06/2021 15:47:23,c13531e5-e6f4-4931-a3e5-4ce60ecaedfa,Good ,Unknown,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,,Extremely useful,,,,,,
17/06/2021 15:46:21,1f8c13e5-9771-4750-8f32-a802777bf0cb,,,5 - Excellent,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Very useful,Very useful,Very useful,Very useful,Moderately useful,Slightly useful
17/06/2021 15:42:54,e69bf3c4-40d3-4d5d-941f-b4893330f328,"Education, Europe, Germany","Education,Europe",5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Very useful,Very useful,Very useful,Very useful,I'm not interested in this content,Very useful
17/06/2021 15:40:11,956ccdbb-d88c-4df9-bb54-a5923fd06197,Corporate malfeasance - your work on Wirecard was exemplary. The crypto Emperor is probably wearing too few clothes too - stablecoins look to be anything but.,Cryptocurrency,5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,5 - Excellent,5 - Excellent,5 - Excellent,,Very useful,Very useful,Very useful,Very useful,Very useful,Moderately useful,I'm not interested in this content
17/06/2021 15:37:15,8b16166a-8dcc-4e1c-8d6e-34b85533de0d,N/A,Unknown,3,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,Very useful,Very useful,Very useful,Very useful,Extremely useful,Slightly useful,Moderately useful
17/06/2021 15:36:36,a48b6327-6429-4b98-a17c-1df47029450a,India,Unknown,5 - Excellent,3,2,3,4,4,4,,Very useful,Very useful,,,,,
17/06/2021 15:36:14,65bfa603-cad4-4e19-b876-0ee9ccb14dc7,,,4,5 - Excellent,4,4,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,Moderately useful,Extremely useful,Very useful,Extremely useful,Extremely useful,Moderately useful,I'm not interested in this content
17/06/2021 15:35:17,9bd25ef2-2431-4cd0-8d87-573e9f6e83c4,,,4,4,4,4,5 - Excellent,I haven't encountered / do not use these,4,,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,Moderately useful,Moderately useful,I'm not interested in this content,Moderately useful
17/06/2021 15:34:50,76e05833-faa3-437e-a392-3c4612481bd1,,,4,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,5 - Excellent,,Moderately useful,Moderately useful,I'm not interested in this content,Moderately useful,Moderately useful,I'm not interested in this content,I'm not interested in this content
17/06/2021 15:34:47,bed9cda4-612f-437a-b7e5-e33ef4414ae0,"International politics;
globalization",Politics,5 - Excellent,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,Very useful,Very useful,Extremely useful,Very useful,Moderately useful,Moderately useful,Moderately useful
17/06/2021 15:32:54,18a32caa-4a3f-4ce1-8dd8-c0e2a5fb2ce1,,,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Very useful,Moderately useful,Moderately useful,Slightly useful,Not very useful,Not very useful,Not very useful
17/06/2021 15:31:53,f0adc885-576b-4c43-92cc-ce9abfd42734,Education and skills ,Education,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,I'm not interested in this content,Very useful,Very useful,Very useful,Very useful,I'm not interested in this content,I'm not interested in this content
17/06/2021 15:28:52,349e1ee2-5eb3-4176-860b-73068fe2692b,Greater focus on alternative investment ideas,Investments,5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,5 - Excellent,,I'm not interested in this content,Moderately useful,Very useful,Moderately useful,Moderately useful,Very useful,Very useful
17/06/2021 15:28:20,5b4f13d6-154d-4f6d-bc6d-9e1fd3079d0f,,,5 - Excellent,5 - Excellent,1 - Poor,1 - Poor,5 - Excellent,1 - Poor,5 - Excellent,,Very useful,Very useful,Very useful,Very useful,Very useful,I'm not interested in this content,I'm not interested in this content
17/06/2021 15:28:15,c81b7747-c7af-48d3-beaf-8179275ad6d3,,,5 - Excellent,5 - Excellent,4,4,4,4,4,,Very useful,Very useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Slightly useful
17/06/2021 15:26:26,84b5c34e-c9f0-445c-b9bc-bf45043d705f,"Tech developments
Tech stocks: business developments and future prospects
explanation of market movements and specific stock movements/ drivers","Financial markets,Technology",3,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,3,,Moderately useful,I'm not interested in this content,Moderately useful,I'm not interested in this content,Slightly useful,Moderately useful,I'm not interested in this content
17/06/2021 15:23:38,0be13b7d-57e2-49ef-9ea1-719d2df354e5,,,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,,Moderately useful,Very useful,Moderately useful,Moderately useful,Slightly useful,Slightly useful,Slightly useful
17/06/2021 15:22:02,7b6f6bf7-efc6-48c0-b544-e5934f0c4b25,Human capital,Unknown,3,3,2,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,3,,Not very useful,Extremely useful,Very useful,Extremely useful,Moderately useful,Not very useful,Slightly useful
17/06/2021 15:21:27,62fd872c-34b2-4292-a497-64ff4583aa04,European politics ,"Europe,Politics",5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,I'm not interested in this content,Very useful,Moderately useful,Very useful,Moderately useful,I'm not interested in this content,I'm not interested in this content
17/06/2021 15:20:18,8b79fccc-8265-4e3c-a1b2-d7bb81024c35,,,5 - Excellent,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,,Extremely useful,Very useful,Extremely useful,Moderately useful,Very useful,I'm not interested in this content,I'm not interested in this content
17/06/2021 15:19:31,c12ac9b3-79c2-495c-af5e-99e43c769f20,,,3,2,2,I haven't encountered / do not use these,4,I haven't encountered / do not use these,I haven't encountered / do not use these,,Slightly useful,Very useful,I'm not interested in this content,Very useful,Very useful,Very useful,Slightly useful
17/06/2021 15:12:05,31964735-6cec-4db0-82fc-9ff7415fce6d,,,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,,I'm not interested in this content,Moderately useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Moderately useful
17/06/2021 15:11:45,642cc128-12f0-4faa-939b-1ea84db10df3,,,5 - Excellent,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,I'm not interested in this content,Moderately useful,Moderately useful,Extremely useful,Extremely useful,I'm not interested in this content
17/06/2021 15:08:53,3627d9d6-9b9a-4a69-adda-ab70cad00f62,,,4,4,3,3,4,4,4,,Very useful,Very useful,Very useful,Moderately useful,Moderately useful,Very useful,Moderately useful
17/06/2021 14:57:58,392765fb-0213-4d66-b288-1b6471d62e59,Robotics,Unknown,5 - Excellent,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,,Slightly useful,Not very useful,Slightly useful,Moderately useful,Moderately useful,Very useful,Not very useful
17/06/2021 14:50:21,,,,2,2,3,5 - Excellent,4,2,3,,Not very useful,Moderately useful,Very useful,Moderately useful,Very useful,Extremely useful,Slightly useful
17/06/2021 14:49:58,,,,2,2,3,5 - Excellent,4,2,3,,Not very useful,Moderately useful,Very useful,Moderately useful,Very useful,Extremely useful,Slightly useful
17/06/2021 14:13:20,,,,4,4,4,4,4,4,4,,Moderately useful,Very useful,Moderately useful,Very useful,Very useful,Very useful,Very useful
16/06/2021 21:17:15,e320e72f-af6f-441c-a0bf-df3eeb001284,,,5 - Excellent,4,4,5 - Excellent,4,3,3,,Moderately useful,Very useful,Very useful,Very useful,Very useful,Very useful,Moderately useful
16/06/2021 18:56:19,8f62de08-e48b-4c08-8a9b-6e1ae23c40c0,,,,,,,,,,,,,,,,,
16/06/2021 16:01:09,343a27d2-b4c8-40ce-93da-044a2dcff95d,"More integration of the human impact of business decisions.   For example, if the minimum wage is increased, more info on how that will impact a worker’s financial health.  Traditional coverage focuses on how increased wages hurts the business bottom line, so it is a bad thing.  The positive impact on the people who earn the wages, the members of society who work for the business, is generally glossed over.  To me, the FT seems uniquely capable of adding at least a little bit more of human side to the discussion.","Health,Society",5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Very useful,Extremely useful,Extremely useful,Extremely useful,Very useful,Very useful
16/06/2021 09:29:26,737565fa-a27d-4dbd-8c8b-f131cc49d288,,,,,,,,,,,,,,,,,
16/06/2021 09:13:09,460d62d6-d015-4624-9cea-67f5a74d8af5,,,4,4,I haven't encountered / do not use these,3,4,I haven't encountered / do not use these,4,,Moderately useful,Very useful,Moderately useful,Very useful,Very useful,Moderately useful,Slightly useful
16/06/2021 03:55:35,9e51b09e-e5a8-4e53-94d7-27df3711d5d8,,,,,,,,,,,,,,,,,
